"city","metrics","price"
"Kansas-City","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","20,750.00 $"
"Kansas-City","Utilities (Monthly)","Edit"
"Kansas-City","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","168.13 $"
"Kansas-City","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.11 $"
"Kansas-City","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","61.00 $"
"Kansas-City","Sports And Leisure","Edit"
"Kansas-City","Fitness Club, Monthly Fee for 1 Adult","46.38 $"
"Kansas-City","Tennis Court Rent (1 Hour on Weekend)","16.25 $"
"Kansas-City","Cinema, International Release, 1 Seat","11.00 $"
"Kansas-City","Childcare","Edit"
"Kansas-City","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","933.33 $"
"Kansas-City","International Primary School, Yearly for 1 Child","10,000.00 $"
"Kansas-City","Clothing And Shoes","Edit"
"Kansas-City","1 Pair of Jeans (Levis 501 Or Similar)","46.00 $"
"Kansas-City","1 Summer Dress in a Chain Store (Zara, H&M, ...)","32.71 $"
"Kansas-City","1 Pair of Nike Running Shoes (Mid-Range)","84.08 $"
"Kansas-City","1 Pair of Men Leather Business Shoes","124.78 $"
"Kansas-City","Rent Per Month","Edit"
"Kansas-City","Apartment (1 bedroom) in City Centre","1,220.68 $"
"Kansas-City","Apartment (1 bedroom) Outside of Centre","816.91 $"
"Kansas-City","Apartment (3 bedrooms) in City Centre","1,682.69 $"
"Kansas-City","Apartment (3 bedrooms) Outside of Centre","1,287.64 $"
"Kansas-City","Buy Apartment Price","Edit"
"Kansas-City","Price per Square Feet to Buy Apartment in City Centre","261.91 $"
"Kansas-City","Price per Square Feet to Buy Apartment Outside of Centre","61.88 $"
"Kansas-City","Salaries And Financing","Edit"
"Kansas-City","Average Monthly Net Salary (After Tax)","4,010.86 $"
"Kansas-City","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.64"
"Colorado-Springs","Meal, Inexpensive Restaurant","15.00 $"
"Colorado-Springs","Meal for 2 People, Mid-range Restaurant, Three-course","55.00 $"
"Colorado-Springs","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Colorado-Springs","Domestic Beer (1 pint draught)","5.00 $"
"Colorado-Springs","Imported Beer (12 oz small bottle)","7.00 $"
"Colorado-Springs","Cappuccino (regular)","4.91 $"
"Colorado-Springs","Coke/Pepsi (12 oz small bottle)","2.09 $"
"Colorado-Springs","Water (12 oz small bottle)","1.79 $"
"Colorado-Springs","Markets","Edit"
"Colorado-Springs","Milk (regular), (1 gallon)","3.08 $"
"Colorado-Springs","Loaf of Fresh White Bread (1 lb)","2.38 $"
"Colorado-Springs","Rice (white), (1 lb)","1.67 $"
"Colorado-Springs","Eggs (regular) (12)","2.39 $"
"Colorado-Springs","Local Cheese (1 lb)","5.00 $"
"Colorado-Springs","Chicken Fillets (1 lb)","4.98 $"
"Colorado-Springs","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","5.42 $"
"Colorado-Springs","Apples (1 lb)","2.25 $"
"Colorado-Springs","Banana (1 lb)","0.81 $"
"Colorado-Springs","Oranges (1 lb)","1.54 $"
"Colorado-Springs","Tomato (1 lb)","2.28 $"
"Colorado-Springs","Potato (1 lb)","1.30 $"
"Colorado-Springs","Onion (1 lb)","1.37 $"
"Colorado-Springs","Lettuce (1 head)","1.58 $"
"Colorado-Springs","Water (1.5 liter bottle)","2.14 $"
"Colorado-Springs","Bottle of Wine (Mid-Range)","13.00 $"
"Colorado-Springs","Domestic Beer (0.5 liter bottle)","3.60 $"
"Colorado-Springs","Imported Beer (12 oz small bottle)","3.77 $"
"Colorado-Springs","Cigarettes 20 Pack (Marlboro)","8.00 $"
"Colorado-Springs","Transportation","Edit"
"Colorado-Springs","One-way Ticket (Local Transport)","1.75 $"
"Colorado-Springs","Monthly Pass (Regular Price)","63.00 $"
"Colorado-Springs","Taxi Start (Normal Tariff)","3.35 $"
"Colorado-Springs","Taxi 1 mile (Normal Tariff)","3.00 $"
"Colorado-Springs","Taxi 1hour Waiting (Normal Tariff)","22.50 $"
"Colorado-Springs","Gasoline (1 gallon)","2.61 $"
"Colorado-Springs","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","22,000.00 $"
"Colorado-Springs","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","21,375.00 $"
"Colorado-Springs","Utilities (Monthly)","Edit"
"Colorado-Springs","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","152.22 $"
"Colorado-Springs","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.10 $"
"Colorado-Springs","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","70.91 $"
"Colorado-Springs","Sports And Leisure","Edit"
"Colorado-Springs","Fitness Club, Monthly Fee for 1 Adult","38.62 $"
"Colorado-Springs","Tennis Court Rent (1 Hour on Weekend)","45.00 $"
"Colorado-Springs","Cinema, International Release, 1 Seat","12.00 $"
"Colorado-Springs","Childcare","Edit"
"Colorado-Springs","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,068.00 $"
"Colorado-Springs","International Primary School, Yearly for 1 Child","12,000.00 $"
"Colorado-Springs","Clothing And Shoes","Edit"
"Colorado-Springs","1 Pair of Jeans (Levis 501 Or Similar)","50.00 $"
"Colorado-Springs","1 Summer Dress in a Chain Store (Zara, H&M, ...)","42.50 $"
"Colorado-Springs","1 Pair of Nike Running Shoes (Mid-Range)","86.43 $"
"Colorado-Springs","1 Pair of Men Leather Business Shoes","114.14 $"
"Colorado-Springs","Rent Per Month","Edit"
"Colorado-Springs","Apartment (1 bedroom) in City Centre","1,380.37 $"
"Colorado-Springs","Apartment (1 bedroom) Outside of Centre","1,156.79 $"
"Colorado-Springs","Apartment (3 bedrooms) in City Centre","1,979.23 $"
"Colorado-Springs","Apartment (3 bedrooms) Outside of Centre","1,630.77 $"
"Colorado-Springs","Buy Apartment Price","Edit"
"Colorado-Springs","Price per Square Feet to Buy Apartment in City Centre","307.30 $"
"Colorado-Springs","Price per Square Feet to Buy Apartment Outside of Centre","201.45 $"
"Colorado-Springs","Salaries And Financing","Edit"
"Colorado-Springs","Average Monthly Net Salary (After Tax)","4,351.04 $"
"Colorado-Springs","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.90"
"Omaha","Meal, Inexpensive Restaurant","16.00 $"
"Omaha","Meal for 2 People, Mid-range Restaurant, Three-course","67.50 $"
"Omaha","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Omaha","Domestic Beer (1 pint draught)","4.50 $"
"Omaha","Imported Beer (12 oz small bottle)","7.00 $"
"Omaha","Cappuccino (regular)","4.38 $"
"Omaha","Coke/Pepsi (12 oz small bottle)","2.11 $"
"Omaha","Water (12 oz small bottle)","1.72 $"
"Omaha","Markets","Edit"
"Omaha","Milk (regular), (1 gallon)","2.58 $"
"Omaha","Loaf of Fresh White Bread (1 lb)","2.25 $"
"Omaha","Rice (white), (1 lb)","2.30 $"
"Omaha","Eggs (regular) (12)","1.61 $"
"Omaha","Local Cheese (1 lb)","5.41 $"
"Omaha","Chicken Fillets (1 lb)","4.64 $"
"Omaha","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.91 $"
"Omaha","Apples (1 lb)","2.03 $"
"Omaha","Banana (1 lb)","0.69 $"
"Omaha","Oranges (1 lb)","2.47 $"
"Omaha","Tomato (1 lb)","1.83 $"
"Omaha","Potato (1 lb)","0.97 $"
"Omaha","Onion (1 lb)","1.34 $"
"Omaha","Lettuce (1 head)","1.29 $"
"Omaha","Water (1.5 liter bottle)","1.60 $"
"Omaha","Bottle of Wine (Mid-Range)","12.00 $"
"Omaha","Domestic Beer (0.5 liter bottle)","2.80 $"
"Omaha","Imported Beer (12 oz small bottle)","2.74 $"
"Omaha","Cigarettes 20 Pack (Marlboro)","7.00 $"
"Omaha","Transportation","Edit"
"Omaha","One-way Ticket (Local Transport)","1.25 $"
"Omaha","Monthly Pass (Regular Price)","54.50 $"
"Omaha","Taxi Start (Normal Tariff)","3.50 $"
"Omaha","Taxi 1 mile (Normal Tariff)","3.65 $"
"Omaha","Taxi 1hour Waiting (Normal Tariff)","35.00 $"
"Omaha","Gasoline (1 gallon)","2.21 $"
"Omaha","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","25,000.00 $"
"Omaha","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","24,833.33 $"
"Omaha","Utilities (Monthly)","Edit"
"Omaha","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","195.97 $"
"Omaha","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.08 $"
"Omaha","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","79.31 $"
"Omaha","Sports And Leisure","Edit"
"Omaha","Fitness Club, Monthly Fee for 1 Adult","33.04 $"
"Omaha","Tennis Court Rent (1 Hour on Weekend)","43.33 $"
"Omaha","Cinema, International Release, 1 Seat","11.00 $"
"Omaha","Childcare","Edit"
"Omaha","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,005.50 $"
"Omaha","International Primary School, Yearly for 1 Child","8,000.00 $"
"Omaha","Clothing And Shoes","Edit"
"Omaha","1 Pair of Jeans (Levis 501 Or Similar)","50.00 $"
"Omaha","1 Summer Dress in a Chain Store (Zara, H&M, ...)","36.00 $"
"Omaha","1 Pair of Nike Running Shoes (Mid-Range)","91.00 $"
"Omaha","1 Pair of Men Leather Business Shoes","109.38 $"
"Omaha","Rent Per Month","Edit"
"Omaha","Apartment (1 bedroom) in City Centre","900.91 $"
"Omaha","Apartment (1 bedroom) Outside of Centre","782.27 $"
"Omaha","Apartment (3 bedrooms) in City Centre","1,555.56 $"
"Omaha","Apartment (3 bedrooms) Outside of Centre","1,277.22 $"
"Omaha","Buy Apartment Price","Edit"
"Omaha","Price per Square Feet to Buy Apartment in City Centre","158.25 $"
"Omaha","Price per Square Feet to Buy Apartment Outside of Centre","151.37 $"
"Omaha","Salaries And Financing","Edit"
"Omaha","Average Monthly Net Salary (After Tax)","3,412.96 $"
"Omaha","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.45"
"Raleigh","Meal, Inexpensive Restaurant","15.00 $"
"Raleigh","Meal for 2 People, Mid-range Restaurant, Three-course","60.00 $"
"Raleigh","McMeal at McDonalds (or Equivalent Combo Meal)","7.75 $"
"Raleigh","Domestic Beer (1 pint draught)","5.00 $"
"Raleigh","Imported Beer (12 oz small bottle)","6.00 $"
"Raleigh","Cappuccino (regular)","4.29 $"
"Raleigh","Coke/Pepsi (12 oz small bottle)","1.65 $"
"Raleigh","Water (12 oz small bottle)","1.27 $"
"Raleigh","Markets","Edit"
"Raleigh","Milk (regular), (1 gallon)","2.99 $"
"Raleigh","Loaf of Fresh White Bread (1 lb)","2.47 $"
"Raleigh","Rice (white), (1 lb)","2.15 $"
"Raleigh","Eggs (regular) (12)","1.95 $"
"Raleigh","Local Cheese (1 lb)","3.59 $"
"Raleigh","Chicken Fillets (1 lb)","4.22 $"
"Raleigh","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.00 $"
"Raleigh","Apples (1 lb)","2.07 $"
"Raleigh","Banana (1 lb)","0.63 $"
"Raleigh","Oranges (1 lb)","2.68 $"
"Raleigh","Tomato (1 lb)","1.91 $"
"Raleigh","Potato (1 lb)","1.14 $"
"Raleigh","Onion (1 lb)","0.96 $"
"Raleigh","Lettuce (1 head)","1.64 $"
"Raleigh","Water (1.5 liter bottle)","1.96 $"
"Raleigh","Bottle of Wine (Mid-Range)","13.00 $"
"Raleigh","Domestic Beer (0.5 liter bottle)","2.69 $"
"Raleigh","Imported Beer (12 oz small bottle)","2.59 $"
"Raleigh","Cigarettes 20 Pack (Marlboro)","6.10 $"
"Raleigh","Transportation","Edit"
"Raleigh","One-way Ticket (Local Transport)","1.25 $"
"Raleigh","Monthly Pass (Regular Price)","40.00 $"
"Raleigh","Taxi Start (Normal Tariff)","3.00 $"
"Raleigh","Taxi 1 mile (Normal Tariff)","2.25 $"
"Raleigh","Taxi 1hour Waiting (Normal Tariff)","27.50 $"
"Raleigh","Gasoline (1 gallon)","2.46 $"
"Raleigh","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","22,000.00 $"
"Raleigh","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","21,242.86 $"
"Raleigh","Utilities (Monthly)","Edit"
"Raleigh","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","143.76 $"
"Raleigh","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.26 $"
"Raleigh","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","60.35 $"
"Raleigh","Sports And Leisure","Edit"
"Raleigh","Fitness Club, Monthly Fee for 1 Adult","35.33 $"
"Raleigh","Tennis Court Rent (1 Hour on Weekend)","10.50 $"
"Raleigh","Cinema, International Release, 1 Seat","10.25 $"
"Raleigh","Childcare","Edit"
"Raleigh","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,114.29 $"
"Raleigh","International Primary School, Yearly for 1 Child","12,428.57 $"
"Raleigh","Clothing And Shoes","Edit"
"Raleigh","1 Pair of Jeans (Levis 501 Or Similar)","41.58 $"
"Raleigh","1 Summer Dress in a Chain Store (Zara, H&M, ...)","35.57 $"
"Raleigh","1 Pair of Nike Running Shoes (Mid-Range)","70.69 $"
"Raleigh","1 Pair of Men Leather Business Shoes","101.31 $"
"Raleigh","Rent Per Month","Edit"
"Raleigh","Apartment (1 bedroom) in City Centre","1,382.43 $"
"Raleigh","Apartment (1 bedroom) Outside of Centre","1,010.19 $"
"Raleigh","Apartment (3 bedrooms) in City Centre","2,096.00 $"
"Raleigh","Apartment (3 bedrooms) Outside of Centre","1,524.78 $"
"Raleigh","Buy Apartment Price","Edit"
"Raleigh","Price per Square Feet to Buy Apartment in City Centre","383.34 $"
"Raleigh","Price per Square Feet to Buy Apartment Outside of Centre","148.50 $"
"Raleigh","Salaries And Financing","Edit"
"Raleigh","Average Monthly Net Salary (After Tax)","4,627.05 $"
"Raleigh","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.51"
"Miami","Meal, Inexpensive Restaurant","15.00 $"
"Miami","Meal for 2 People, Mid-range Restaurant, Three-course","72.50 $"
"Miami","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Miami","Domestic Beer (1 pint draught)","6.00 $"
"Miami","Imported Beer (12 oz small bottle)","8.00 $"
"Miami","Cappuccino (regular)","4.53 $"
"Miami","Coke/Pepsi (12 oz small bottle)","1.86 $"
"Miami","Water (12 oz small bottle)","1.55 $"
"Miami","Markets","Edit"
"Miami","Milk (regular), (1 gallon)","3.83 $"
"Miami","Loaf of Fresh White Bread (1 lb)","2.75 $"
"Miami","Rice (white), (1 lb)","2.24 $"
"Miami","Eggs (regular) (12)","2.75 $"
"Miami","Local Cheese (1 lb)","5.56 $"
"Miami","Chicken Fillets (1 lb)","4.69 $"
"Miami","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.55 $"
"Miami","Apples (1 lb)","2.44 $"
"Miami","Banana (1 lb)","0.73 $"
"Miami","Oranges (1 lb)","1.90 $"
"Miami","Tomato (1 lb)","2.09 $"
"Miami","Potato (1 lb)","1.18 $"
"Miami","Onion (1 lb)","1.05 $"
"Miami","Lettuce (1 head)","1.82 $"
"Miami","Water (1.5 liter bottle)","1.71 $"
"Miami","Bottle of Wine (Mid-Range)","11.00 $"
"Miami","Domestic Beer (0.5 liter bottle)","2.55 $"
"Miami","Imported Beer (12 oz small bottle)","2.67 $"
"Miami","Cigarettes 20 Pack (Marlboro)","7.79 $"
"Miami","Transportation","Edit"
"Miami","One-way Ticket (Local Transport)","2.50 $"
"Miami","Monthly Pass (Regular Price)","112.00 $"
"Miami","Taxi Start (Normal Tariff)","3.50 $"
"Miami","Taxi 1 mile (Normal Tariff)","2.70 $"
"Miami","Taxi 1hour Waiting (Normal Tariff)","24.00 $"
"Miami","Gasoline (1 gallon)","2.72 $"
"Miami","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","24,936.50 $"
"Miami","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","22,106.95 $"
"Miami","Utilities (Monthly)","Edit"
"Miami","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","138.37 $"
"Miami","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.19 $"
"Miami","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","68.25 $"
"Miami","Sports And Leisure","Edit"
"Miami","Fitness Club, Monthly Fee for 1 Adult","51.88 $"
"Miami","Tennis Court Rent (1 Hour on Weekend)","18.50 $"
"Miami","Cinema, International Release, 1 Seat","15.00 $"
"Miami","Childcare","Edit"
"Miami","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","951.33 $"
"Miami","International Primary School, Yearly for 1 Child","20,285.71 $"
"Miami","Clothing And Shoes","Edit"
"Miami","1 Pair of Jeans (Levis 501 Or Similar)","45.19 $"
"Miami","1 Summer Dress in a Chain Store (Zara, H&M, ...)","38.17 $"
"Miami","1 Pair of Nike Running Shoes (Mid-Range)","85.52 $"
"Miami","1 Pair of Men Leather Business Shoes","108.65 $"
"Miami","Rent Per Month","Edit"
"Miami","Apartment (1 bedroom) in City Centre","2,008.46 $"
"Miami","Apartment (1 bedroom) Outside of Centre","1,402.71 $"
"Miami","Apartment (3 bedrooms) in City Centre","3,861.67 $"
"Miami","Apartment (3 bedrooms) Outside of Centre","2,582.83 $"
"Miami","Buy Apartment Price","Edit"
"Miami","Price per Square Feet to Buy Apartment in City Centre","505.26 $"
"Miami","Price per Square Feet to Buy Apartment Outside of Centre","264.81 $"
"Miami","Salaries And Financing","Edit"
"Miami","Average Monthly Net Salary (After Tax)","3,776.98 $"
"Miami","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.82"
"Long-Beach","Meal, Inexpensive Restaurant","13.50 $"
"Long-Beach","Meal for 2 People, Mid-range Restaurant, Three-course","62.50 $"
"Long-Beach","McMeal at McDonalds (or Equivalent Combo Meal)","8.75 $"
"Long-Beach","Domestic Beer (1 pint draught)","7.25 $"
"Long-Beach","Imported Beer (12 oz small bottle)","9.00 $"
"Long-Beach","Cappuccino (regular)","4.69 $"
"Long-Beach","Coke/Pepsi (12 oz small bottle)","2.21 $"
"Long-Beach","Water (12 oz small bottle)","1.64 $"
"Long-Beach","Markets","Edit"
"Long-Beach","Milk (regular), (1 gallon)","3.94 $"
"Long-Beach","Loaf of Fresh White Bread (1 lb)","3.10 $"
"Long-Beach","Rice (white), (1 lb)","2.25 $"
"Long-Beach","Eggs (regular) (12)","3.00 $"
"Long-Beach","Local Cheese (1 lb)","5.17 $"
"Long-Beach","Chicken Fillets (1 lb)","5.00 $"
"Long-Beach","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","6.78 $"
"Long-Beach","Apples (1 lb)","1.84 $"
"Long-Beach","Banana (1 lb)","0.77 $"
"Long-Beach","Oranges (1 lb)","1.39 $"
"Long-Beach","Tomato (1 lb)","1.78 $"
"Long-Beach","Potato (1 lb)","0.98 $"
"Long-Beach","Onion (1 lb)","1.17 $"
"Long-Beach","Lettuce (1 head)","1.42 $"
"Long-Beach","Water (1.5 liter bottle)","1.26 $"
"Long-Beach","Bottle of Wine (Mid-Range)","9.99 $"
"Long-Beach","Domestic Beer (0.5 liter bottle)","2.84 $"
"Long-Beach","Imported Beer (12 oz small bottle)","2.83 $"
"Long-Beach","Cigarettes 20 Pack (Marlboro)","11.00 $"
"Long-Beach","Transportation","Edit"
"Long-Beach","One-way Ticket (Local Transport)","1.25 $"
"Long-Beach","Monthly Pass (Regular Price)","65.00 $"
"Long-Beach","Taxi Start (Normal Tariff)","2.85 $"
"Long-Beach","Taxi 1 mile (Normal Tariff)","2.70 $"
"Long-Beach","Taxi 1hour Waiting (Normal Tariff)","36.00 $"
"Long-Beach","Gasoline (1 gallon)","3.41 $"
"Long-Beach","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","25,000.00 $"
"Long-Beach","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","26,625.00 $"
"Long-Beach","Utilities (Monthly)","Edit"
"Long-Beach","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","111.10 $"
"Long-Beach","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","0.06 $"
"Long-Beach","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","63.40 $"
"Long-Beach","Sports And Leisure","Edit"
"Long-Beach","Fitness Club, Monthly Fee for 1 Adult","29.88 $"
"Long-Beach","Tennis Court Rent (1 Hour on Weekend)","22.25 $"
"Long-Beach","Cinema, International Release, 1 Seat","12.00 $"
"Long-Beach","Childcare","Edit"
"Long-Beach","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","700.00 $"
"Long-Beach","International Primary School, Yearly for 1 Child","15,500.00 $"
"Long-Beach","Clothing And Shoes","Edit"
"Long-Beach","1 Pair of Jeans (Levis 501 Or Similar)","43.58 $"
"Long-Beach","1 Summer Dress in a Chain Store (Zara, H&M, ...)","30.37 $"
"Long-Beach","1 Pair of Nike Running Shoes (Mid-Range)","65.22 $"
"Long-Beach","1 Pair of Men Leather Business Shoes","81.00 $"
"Long-Beach","Rent Per Month","Edit"
"Long-Beach","Apartment (1 bedroom) in City Centre","1,940.23 $"
"Long-Beach","Apartment (1 bedroom) Outside of Centre","1,436.47 $"
"Long-Beach","Apartment (3 bedrooms) in City Centre","2,971.43 $"
"Long-Beach","Apartment (3 bedrooms) Outside of Centre","2,449.38 $"
"Long-Beach","Buy Apartment Price","Edit"
"Long-Beach","Price per Square Feet to Buy Apartment in City Centre","768.30 $"
"Long-Beach","Price per Square Feet to Buy Apartment Outside of Centre","669.27 $"
"Long-Beach","Salaries And Financing","Edit"
"Long-Beach","Average Monthly Net Salary (After Tax)","4,169.00 $"
"Long-Beach","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.40"
"Virginia-Beach","Meal, Inexpensive Restaurant","15.00 $"
"Virginia-Beach","Meal for 2 People, Mid-range Restaurant, Three-course","72.50 $"
"Virginia-Beach","McMeal at McDonalds (or Equivalent Combo Meal)","10.00 $"
"Virginia-Beach","Domestic Beer (1 pint draught)","5.00 $"
"Virginia-Beach","Imported Beer (12 oz small bottle)","6.75 $"
"Virginia-Beach","Cappuccino (regular)","5.25 $"
"Virginia-Beach","Coke/Pepsi (12 oz small bottle)","2.49 $"
"Virginia-Beach","Water (12 oz small bottle)","1.90 $"
"Virginia-Beach","Markets","Edit"
"Virginia-Beach","Milk (regular), (1 gallon)","2.66 $"
"Virginia-Beach","Loaf of Fresh White Bread (1 lb)","2.32 $"
"Virginia-Beach","Rice (white), (1 lb)","1.91 $"
"Virginia-Beach","Eggs (regular) (12)","1.42 $"
"Virginia-Beach","Local Cheese (1 lb)","4.53 $"
"Virginia-Beach","Chicken Fillets (1 lb)","2.87 $"
"Virginia-Beach","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","4.75 $"
"Virginia-Beach","Apples (1 lb)","1.82 $"
"Virginia-Beach","Banana (1 lb)","0.80 $"
"Virginia-Beach","Oranges (1 lb)","2.00 $"
"Virginia-Beach","Tomato (1 lb)","1.80 $"
"Virginia-Beach","Potato (1 lb)","1.05 $"
"Virginia-Beach","Onion (1 lb)","1.00 $"
"Virginia-Beach","Lettuce (1 head)","1.75 $"
"Virginia-Beach","Water (1.5 liter bottle)","1.83 $"
"Virginia-Beach","Bottle of Wine (Mid-Range)","10.00 $"
"Virginia-Beach","Domestic Beer (0.5 liter bottle)","3.48 $"
"Virginia-Beach","Imported Beer (12 oz small bottle)","3.42 $"
"Virginia-Beach","Cigarettes 20 Pack (Marlboro)","6.38 $"
"Virginia-Beach","Transportation","Edit"
"Virginia-Beach","One-way Ticket (Local Transport)","2.50 $"
"Virginia-Beach","Monthly Pass (Regular Price)","57.50 $"
"Virginia-Beach","Taxi Start (Normal Tariff)","3.38 $"
"Virginia-Beach","Taxi 1 mile (Normal Tariff)","2.40 $"
"Virginia-Beach","Taxi 1hour Waiting (Normal Tariff)","18.00 $"
"Virginia-Beach","Gasoline (1 gallon)","2.17 $"
"Virginia-Beach","Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car)","29,097.50 $"
"Virginia-Beach","Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car)","29,306.67 $"
"Virginia-Beach","Utilities (Monthly)","Edit"
"Virginia-Beach","Basic (Electricity, Heating, Cooling, Water, Garbage) for 915 sq ft Apartment","167.32 $"
"Virginia-Beach","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","?"
"Virginia-Beach","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","72.71 $"
"Virginia-Beach","Sports And Leisure","Edit"
"Virginia-Beach","Fitness Club, Monthly Fee for 1 Adult","30.43 $"
"Virginia-Beach","Tennis Court Rent (1 Hour on Weekend)","15.00 $"
"Virginia-Beach","Cinema, International Release, 1 Seat","12.00 $"
"Virginia-Beach","Childcare","Edit"
"Virginia-Beach","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","937.50 $"
"Virginia-Beach","International Primary School, Yearly for 1 Child","?"
"Virginia-Beach","Clothing And Shoes","Edit"
"Virginia-Beach","1 Pair of Jeans (Levis 501 Or Similar)","47.38 $"
"Virginia-Beach","1 Summer Dress in a Chain Store (Zara, H&M, ...)","36.00 $"
"Virginia-Beach","1 Pair of Nike Running Shoes (Mid-Range)","77.14 $"
"Virginia-Beach","1 Pair of Men Leather Business Shoes","104.83 $"
"Virginia-Beach","Rent Per Month","Edit"
"Virginia-Beach","Apartment (1 bedroom) in City Centre","1,240.42 $"
"Virginia-Beach","Apartment (1 bedroom) Outside of Centre","1,022.40 $"
"Virginia-Beach","Apartment (3 bedrooms) in City Centre","1,956.89 $"
"Virginia-Beach","Apartment (3 bedrooms) Outside of Centre","1,649.17 $"
"Virginia-Beach","Buy Apartment Price","Edit"
"Virginia-Beach","Price per Square Feet to Buy Apartment in City Centre","667.25 $"
"Virginia-Beach","Price per Square Feet to Buy Apartment Outside of Centre","170.97 $"
"Virginia-Beach","Salaries And Financing","Edit"
"Virginia-Beach","Average Monthly Net Salary (After Tax)","4,178.00 $"
"Virginia-Beach","Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate","3.54"
"Oakland","Meal, Inexpensive Restaurant","16.00 $"
"Oakland","Meal for 2 People, Mid-range Restaurant, Three-course","70.00 $"
"Oakland","McMeal at McDonalds (or Equivalent Combo Meal)","8.00 $"
"Oakland","Domestic Beer (1 pint draught)","7.00 $"
"Oakland","Imported Beer (12 oz small bottle)","7.00 $"
"Oakland","Cappuccino (regular)","4.64 $"
"Oakland","Coke/Pepsi (12 oz small bottle)","2.56 $"
"Oakland","Water (12 oz small bottle)","2.00 $"
"Oakland","Markets","Edit"
"Oakland","Milk (regular), (1 gallon)","4.49 $"
"Oakland","Loaf of Fresh White Bread (1 lb)","3.47 $"
"Oakland","Rice (white), (1 lb)","2.42 $"
"Oakland","Eggs (regular) (12)","4.04 $"
"Oakland","Local Cheese (1 lb)","10.22 $"
"Oakland","Chicken Fillets (1 lb)","6.35 $"
"Oakland","Beef Round (1 lb) (or Equivalent Back Leg Red Meat)","9.25 $"
